Removed Pin From Net: NetName=LEDS Pin=U2-4
Change Component DesignItemId : Designator=D1 Old DesignItemId= New DesignItemId=1N4148TA
Change Component DesignItemId : Designator=D2 Old DesignItemId= New DesignItemId=1N4148TA
Change Component DesignItemId : Designator=D3 Old DesignItemId= New DesignItemId=1N4148TA
Change Component DesignItemId : Designator=D4 Old DesignItemId= New DesignItemId=1N4148TA
Change Component DesignItemId : Designator=D7 Old DesignItemId= New DesignItemId=1N4148TA
Change Component DesignItemId : Designator=D8 Old DesignItemId= New DesignItemId=1N4148TA
Change Component DesignItemId : Designator=D9 Old DesignItemId= New DesignItemId=1N4148TA
Change Component DesignItemId : Designator=D10 Old DesignItemId= New DesignItemId=1N4148TA
Change Component DesignItemId : Designator=D13 Old DesignItemId= New DesignItemId=1N4148TA
Change Component DesignItemId : Designator=D14 Old DesignItemId= New DesignItemId=1N4148TA
Change Component DesignItemId : Designator=D15 Old DesignItemId= New DesignItemId=1N4148TA
Change Component DesignItemId : Designator=D16 Old DesignItemId= New DesignItemId=1N4148TA
Change Component DesignItemId : Designator=D19 Old DesignItemId= New DesignItemId=1N4148TA
Change Component DesignItemId : Designator=D20 Old DesignItemId= New DesignItemId=1N4148TA
Change Component DesignItemId : Designator=D21 Old DesignItemId= New DesignItemId=1N4148TA
Change Component DesignItemId : Designator=D22 Old DesignItemId= New DesignItemId=1N4148TA
Change Component DesignItemId : Designator=R1 Old DesignItemId= New DesignItemId=10K
Change Component DesignItemId : Designator=R2 Old DesignItemId= New DesignItemId=10K
Change Component DesignItemId : Designator=R3 Old DesignItemId= New DesignItemId=10K
Change Component DesignItemId : Designator=R6 Old DesignItemId= New DesignItemId=10K
Change Component DesignItemId : Designator=R7 Old DesignItemId= New DesignItemId=10K
Change Component DesignItemId : Designator=R8 Old DesignItemId= New DesignItemId=10K
Change Component DesignItemId : Designator=ENC1 Old DesignItemId= New DesignItemId=EC11
Change Component DesignItemId : Designator=ENC2 Old DesignItemId= New DesignItemId=EC11
Change Component DesignItemId : Designator=P1 Old DesignItemId= New DesignItemId=Header-Female-2.54_1x13
Change Component DesignItemId : Designator=P2 Old DesignItemId= New DesignItemId=Header-Female-2.54_1x13
Change Component DesignItemId : Designator=S1 Old DesignItemId= New DesignItemId=MX1A-11NW
Change Component DesignItemId : Designator=S2 Old DesignItemId= New DesignItemId=MX1A-11NW
Change Component DesignItemId : Designator=S3 Old DesignItemId= New DesignItemId=MX1A-11NW
Change Component DesignItemId : Designator=S4 Old DesignItemId= New DesignItemId=MX1A-11NW
Change Component DesignItemId : Designator=S7 Old DesignItemId= New DesignItemId=MX1A-11NW
Change Component DesignItemId : Designator=S8 Old DesignItemId= New DesignItemId=MX1A-11NW
Change Component DesignItemId : Designator=S9 Old DesignItemId= New DesignItemId=MX1A-11NW
Change Component DesignItemId : Designator=S10 Old DesignItemId= New DesignItemId=MX1A-11NW
Change Component DesignItemId : Designator=S13 Old DesignItemId= New DesignItemId=MX1A-11NW
Change Component DesignItemId : Designator=S14 Old DesignItemId= New DesignItemId=MX1A-11NW
Change Component DesignItemId : Designator=S15 Old DesignItemId= New DesignItemId=MX1A-11NW
Change Component DesignItemId : Designator=S16 Old DesignItemId= New DesignItemId=MX1A-11NW
Change Component DesignItemId : Designator=S19 Old DesignItemId= New DesignItemId=MX1A-11NW
Change Component DesignItemId : Designator=S20 Old DesignItemId= New DesignItemId=MX1A-11NW
Change Component DesignItemId : Designator=S21 Old DesignItemId= New DesignItemId=MX1A-11NW
Change Component DesignItemId : Designator=S22 Old DesignItemId= New DesignItemId=MX1A-11NW
Change Component DesignItemId : Designator=U2 Old DesignItemId= New DesignItemId=SK6812(v.2)
Change Component DesignItemId : Designator=U3 Old DesignItemId= New DesignItemId=SK6812(v.2)
Change Component DesignItemId : Designator=U4 Old DesignItemId= New DesignItemId=SK6812(v.2)
Change Component DesignItemId : Designator=U5 Old DesignItemId= New DesignItemId=SK6812(v.2)
Change Component DesignItemId : Designator=U6 Old DesignItemId= New DesignItemId=SK6812(v.2)
Change Component DesignItemId : Designator=PCB1 Old DesignItemId= New DesignItemId=SSD1306-128x64-OLED-I2C
Change Component DesignItemId : Designator=U1 Old DesignItemId= New DesignItemId=WEMOS_LOLIN32_V1.0.0 Rev JPMA
Change Component DesignItemId : Designator=LED1 Old DesignItemId= New DesignItemId=WS2812B
Change Component DesignItemId : Designator=LED2 Old DesignItemId= New DesignItemId=WS2812B
Change Component DesignItemId : Designator=LED3 Old DesignItemId= New DesignItemId=WS2812B
Change Component DesignItemId : Designator=LED4 Old DesignItemId= New DesignItemId=WS2812B
Change component parameters: Designator = "U1" ("U1"); Footprint = "WEMOS LOLIN32 LITE V1.0.0 UC"; UniqueID = "\gge1bdc0ab44f99f92d" ("gge1bdc0ab44f99f92d")
Change component parameters (AddParameter): Name = "BOM_Manufacturer Part"; Value = "?"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Contributor"; Value = "JPMA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "spicePre"; Value = "X"; VariantName = "[No Variations]"
Change component parameters: Designator = "ENC1" ("ENC1"); Footprint = "EC11"; UniqueID = "\gge3e44f27531c1f651" ("gge3e44f27531c1f651")
Change component parameters (AddParameter): Name = "BOM_Manufacturer Part"; Value = "?"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "sourceId"; Value = "_kcy86s1ZJ"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "spicePre"; Value = "E"; VariantName = "[No Variations]"
Change component parameters: Designator = "ENC2" ("ENC2"); Footprint = "EC11"; UniqueID = "\ggecc917c466a40c4f2" ("ggecc917c466a40c4f2")
Change component parameters (AddParameter): Name = "BOM_Manufacturer Part"; Value = "?"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "sourceId"; Value = "_kcy86s1ZJ"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "spicePre"; Value = "E"; VariantName = "[No Variations]"
Change component parameters: Designator = "R1" ("R1"); Footprint = "R03"; UniqueID = "\gge353b166cc2dee846" ("gge353b166cc2dee846")
Change component parameters (AddParameter): Name = "BOM_Manufacturer Part"; Value = "?"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Contributor"; Value = "sorinfxdx"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "sourceId"; Value = "J2CYWiEeb"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "spicePre"; Value = "R"; VariantName = "[No Variations]"
Change component parameters: Designator = "R2" ("R2"); Footprint = "R03"; UniqueID = "\gge6f63fc6711cfa315" ("gge6f63fc6711cfa315")
Change component parameters (AddParameter): Name = "BOM_Manufacturer Part"; Value = "?"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Contributor"; Value = "sorinfxdx"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "sourceId"; Value = "J2CYWiEeb"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "spicePre"; Value = "R"; VariantName = "[No Variations]"
Change component parameters: Designator = "R3" ("R3"); Footprint = "R03"; UniqueID = "\ggefe89d0632cfce75f" ("ggefe89d0632cfce75f")
Change component parameters (AddParameter): Name = "BOM_Manufacturer Part"; Value = "?"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Contributor"; Value = "sorinfxdx"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "sourceId"; Value = "J2CYWiEeb"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "spicePre"; Value = "R"; VariantName = "[No Variations]"
Change component parameters: Designator = "R6" ("R6"); Footprint = "R03"; UniqueID = "\ggec0e08135c58af4a3" ("ggec0e08135c58af4a3")
Change component parameters (AddParameter): Name = "BOM_Manufacturer Part"; Value = "?"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Contributor"; Value = "sorinfxdx"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "sourceId"; Value = "J2CYWiEeb"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "spicePre"; Value = "R"; VariantName = "[No Variations]"
Change component parameters: Designator = "R7" ("R7"); Footprint = "R03"; UniqueID = "\ggee7d73af2fbeba4bf" ("ggee7d73af2fbeba4bf")
Change component parameters (AddParameter): Name = "BOM_Manufacturer Part"; Value = "?"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Contributor"; Value = "sorinfxdx"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "sourceId"; Value = "J2CYWiEeb"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "spicePre"; Value = "R"; VariantName = "[No Variations]"
Change component parameters: Designator = "R8" ("R8"); Footprint = "R03"; UniqueID = "\ggeead707f355e8832a" ("ggeead707f355e8832a")
Change component parameters (AddParameter): Name = "BOM_Manufacturer Part"; Value = "?"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Contributor"; Value = "sorinfxdx"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "sourceId"; Value = "J2CYWiEeb"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "spicePre"; Value = "R"; VariantName = "[No Variations]"
Change component parameters: Designator = "PCB1" ("PCB1"); Footprint = "SSD1306_GNDVCC"; UniqueID = "\ggefa6513a4994c6a62" ("ggefa6513a4994c6a62")
Change component parameters (AddParameter): Name = "BOM_Manufacturer Part"; Value = "?"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "sourceId"; Value = "wICUcuL3l"; VariantName = "[No Variations]"
